,left,query,right
610,Celia Letter Goodman Celia Letter Goodman Celia Letter Goodman Celia Essay on the Goodmans dog Guy enclosure to letter,Ms,2301.2.150 dated 12 July 1972 Goodman Celia Note Arthur Koestler to Celia Goodman Koestler Arthur Letter Goodman Celia
611,Hardy Daphne Letter undated Hardy Daphne Letter fragment undated Hardy Daphne Obituary for Dr. James Jefferies enclosure to letter,Ms,2301/4/55 dated 18 June 1976 S.A. Medical Journal The sale of the season auction announcement of Mrs. James
612,'Port a Beul – Mouth Tune for Dancing I heard it from a piper 'Gur Milis Morag Barra Version,Miss,Macneill 'Taladh Chriosta Lullaby to Christ 'Oran Luadh Mingulay Woman Lament on a boat going down the men
613,'The Deil Amang the Tailors also one further copy 'As played by the Misses Kennedy 'To be had of,Miss,Kennedy 5 Mayfield Rd Road Edinburgh and of the Musicsellers red front sheet binding broken content of green
614,January 1907 press cuttings manuscripts Part 2 'Darlington Lecture Course Lecture Recital by Mrs Kennedy-Fraser Assisted by her Sister,Miss,Margaret Kennedy `` Songs of the Highlands and the Lowlands River St. Hall Ayr 24 November 1914 recital
615,Outer Hebrides and Celtic Music 9 February 1907 'Mechanics Institution Brechin Literary Society Scots Song Lecture-Recital Mrs Kennedy-Fraser and,Miss,Margaret Kennedy 29 October 1913 'Programme of Third Recital – Liszt ... Mrs Kennedy Fraser 's Lecture Recitals
616,25 November 1905 recital programme 'Feill a Chomuinn Ghaidhealaich LectureRecital Songs of the Hebrides By Mrs Kennedy-Fraser assisted by,Miss,Margaret Kennedy A.R.A.M St Andrew 's Hall Glasgow 1 November 1907 recital programme also 'Roy Bridge Shinty Club
617,recitals manuscripts some on reverses of copies of 'Mechanics Institution Brechin Literary Society Scots Song Lecture-Recital Mrs Kennedy-Fraser and,Miss,Margaret Kennedy 29 October 1913 recital programme.Part 4.Miscellaneous notes from various Marjory Kennedy-Fraser lectures and comments between songs
618,1916 New York.Leaflet/advert unknown publication New York with photograph of Marjory and Patuffa Kennedy-Fraser at the harp 'Mrs Kennedy-Fraser,Miss,Patuffa Kennedy-Fraser in their unique production of Songs of the Hebrides Educational Inspiring Entertaining Ponds Lyceum Bureau New
619,7 Mar 1908 A Slow Skye Boat Song Iorram With a heavy catch of fish small music sheet in,Miss,Tolmie 's hand attached 'Erisgay Lullaby'/'Ho ro Lady bheag marked 'August 1905 From Father Allan 's Housekeeper'.Previous referenceGen
620,7 Mar 1908 A Slow Skye Boat Song Iorram With a heavy catch of fish small music sheet in,Miss,Tolmie 's hand attached 'Erisgay Lullaby'/'Ho ro Lady bheag marked 'August 1905 From Father Allan 's Housekeeper'.Previous referenceGen
621,'The Deil Amang the Tailors also one further copy 'As played by the Misses Kennedy 'To be had of,Miss,Kennedy 5 Mayfield Rd Road Edinburgh and of the Musicsellers red front sheet binding broken content of green
622,Song recitals in 1905-07 manuscript 'Feill a Chomuinn Ghaidhealaich Lecture-Recital Songs of the Hebrides By Mrs Kennedy-Fraser assisted by,Miss,Margaret Kennedy A.R.A.M St Andrew 's Hall Glasgow 1 November 1907 recital programme also part of page from
623,parts of one Edinburgh AntiProhibition Association leaflet and several Songs of the Hebrides leaflets some pages missing manuscripts 'In,Miss,Small 's Chapel manuscript 'Perhaps not much Lowland song to be collected 1911 manuscript. 'Remarks as to acc.s
624,... – on Richard Strauss 23 April 1904 'To Teachers and students of Hebridean song Mrs Kennedy-Fraser assisted by,Miss,Margaret Kennedy has arranged to give a series of Lecture Lesson Recitals Practical Hints on the Singing and
625,1910 words of 'Chuir mo leannan cùl rium fhein appended.Envelope from Matthew Pollock Caledonia Cabinet Works Beith addressed to,Miss,Millar 86 George St. Edinburgh postmarked 'Manchester 07 1907 containing Gaelic English words sol-fa and comments on two
626,'Port a Beul – Mouth Tune for Dancing I heard it from a piper 'Gur Milis Morag Barra Version,Miss,Macneill 'Taladh Chriosta Lullaby to Christ 'Oran Luadh Mingulay Woman Lament on a boat going down the men
627,Hood envelope marked 'from Mrs Patuffa K. F. Kennedy-Fraser Hood Battel sic Lodge Hastings Road Battle Sussex Deposited by,Miss,Daphne K-F Kennedy-Fraser 17/3/1962 17 March 1962 D.20276 in Gen. 287 containing various Songs of the Hebrides arrangements
628,January 1907 press cuttings manuscripts Part 2 'Darlington Lecture Course Lecture Recital by Mrs Kennedy-Fraser Assisted by her Sister,Miss,Margaret Kennedy `` Songs of the Highlands and the Lowlands River St. Hall Ayr 24 November 1914 recital
629,Outer Hebrides and Celtic Music 9 February 1907 'Mechanics Institution Brechin Literary Society Scots Song Lecture-Recital Mrs Kennedy-Fraser and,Miss,Margaret Kennedy 29 October 1913 'Programme of Third Recital – Liszt ... Mrs Kennedy Fraser 's Lecture Recitals
630,25 November 1905 recital programme 'Feill a Chomuinn Ghaidhealaich LectureRecital Songs of the Hebrides By Mrs Kennedy-Fraser assisted by,Miss,Margaret Kennedy A.R.A.M St Andrew 's Hall Glasgow 1 November 1907 recital programme also 'Roy Bridge Shinty Club
631,recitals manuscripts some on reverses of copies of 'Mechanics Institution Brechin Literary Society Scots Song Lecture-Recital Mrs Kennedy-Fraser and,Miss,Margaret Kennedy 29 October 1913 recital programme.Part 4.Miscellaneous notes from various Marjory Kennedy-Fraser lectures and comments between songs
632,Hood envelope marked 'from Mrs Patuffa K. F. Kennedy-Fraser Hood Battel sic Lodge Hastings Road Battle Sussex Deposited by,Miss,Daphne K-F Kennedy-Fraser 17/3/1962 17 March 1962 D.20276 in Gen. 287 containing various Songs of the Hebrides arrangements
633,Song recitals in 1905-07 manuscript 'Feill a Chomuinn Ghaidhealaich Lecture-Recital Songs of the Hebrides By Mrs Kennedy-Fraser assisted by,Miss,Margaret Kennedy A.R.A.M St Andrew 's Hall Glasgow 1 November 1907 recital programme also part of page from
634,parts of one Edinburgh AntiProhibition Association leaflet and several Songs of the Hebrides leaflets some pages missing manuscripts 'In,Miss,Small 's Chapel manuscript 'Perhaps not much Lowland song to be collected 1911 manuscript. 'Remarks as to acc.s
635,... – on Richard Strauss 23 April 1904 'To Teachers and students of Hebridean song Mrs Kennedy-Fraser assisted by,Miss,Margaret Kennedy has arranged to give a series of Lecture Lesson Recitals Practical Hints on the Singing and
636,1916 New York.Leaflet/advert unknown publication New York with photograph of Marjory and Patuffa Kennedy-Fraser at the harp 'Mrs Kennedy-Fraser,Miss,Patuffa Kennedy-Fraser in their unique production of Songs of the Hebrides Educational Inspiring Entertaining Ponds Lyceum Bureau New
637,Macpherson and his wife Catherine McIntyre She married John Baillie in 1885 and had previosly been married to a,Mr,Mackenzie She survived her husband and took her three sons John Donald Macpherson and Peter to live in
638,Brewer Co. c 1860 binding broken cover and two leaves missing pages torn.Reminiscences of the Jacobite Airs Sung by,Mr,Wilson in his popular Scottish entertainment entitled The Adventures of Prince Charles arranged as a Fantasia for piano
639,among the Tailors Fantasia 's sic for the PianoForte Recollections of Burns Scotia 's Bard The Melodies Selected from,Mr,Kennedy 's Scottish Entertainment A Nicht wi Burns composed and arranged by Edward Land first Fantasia of two
640,three female voices manuscript pinned and glued onto printed music .Various sheet music 'The Jolly Beggar ballad sung by,Mr,Templeton at his original musical entertainment entitled Mary Queen of Scots arranged by John Templeton undated 'Willie 's
641,Mary Queen of Scots arranged by John Templeton undated 'Willie 's Gane to Melville Castle.Old Scottish Ballad sung by,Mr,Kennedy in his entertainment on the Songs of Scotland arranged by Edward Land 'The Four Maries undated 'Somebody
642,hand contains comments and notes on various Scots songs on 'Robert Nicoll the Perthshire Poet on the Revd Reverend,Mr,Curwen 's 'New System of Musical Notation the Tonic Sol-fa on miscellaneous topics.Previous referenceGen 279Music glued onto cardboardundatedScottish
643,Brewer Co. c 1860 binding broken cover and two leaves missing pages torn.Reminiscences of the Jacobite Airs Sung by,Mr,Wilson in his popular Scottish entertainment entitled The Adventures of Prince Charles arranged as a Fantasia for piano
644,among the Tailors Fantasia 's sic for the PianoForte Recollections of Burns Scotia 's Bard The Melodies Selected from,Mr,Kennedy 's Scottish Entertainment A Nicht wi Burns composed and arranged by Edward Land first Fantasia of two
645,Art Song recitals in 1905-1907 some pages missing manuscript 'Matthay Paper to Boston M.K.F Marjory Kennedy-Fraser manuscript letter from,Mr,C. L. Thompson Boston 3 May 1916 appended 'Hugo Wolf Edinburgh 26 March 1904 typescript 'On Drama text
646,Scottish Studies 1 April 1923-19 May 1967English and Scots dialectVarious Marjory Kennedy-Fraser manuscripts deposited in 1967.Envelope marked 'Given by,Mr,Megaw S.S.S School of Scottish Studies 19/5/67 Pat Kennedy-Fraser gift E67/28 containing letter from Basil Megaw to Mr
647,by Mr Megaw S.S.S School of Scottish Studies 19/5/67 Pat Kennedy-Fraser gift E67/28 containing letter from Basil Megaw to,Mr,Finlayson Edinburgh 18 May 1967.Marjory Kennedy-Fraser Lecture – 'Theosophical 'Traces of Esoteric Tradition in Hebridean Lore Paper read
648,hand contains comments and notes on various Scots songs on 'Robert Nicoll the Perthshire Poet on the Revd Reverend,Mr,Curwen 's 'New System of Musical Notation the Tonic Sol-fa on miscellaneous topics and Letters from various Kennedy
649,Art Song recitals in 1905-1907 some pages missing manuscript 'Matthay Paper to Boston M.K.F Marjory Kennedy-Fraser manuscript letter from,Mr,C. L. Thompson Boston 3 May 1916 appended 'Hugo Wolf Edinburgh 26 March 1904 typescript 'On Drama text
650,three female voices manuscript pinned and glued onto printed music .Various sheet music 'The Jolly Beggar ballad sung by,Mr,Templeton at his original musical entertainment entitled Mary Queen of Scots arranged by John Templeton undated 'Willie 's
651,Mary Queen of Scots arranged by John Templeton undated 'Willie 's Gane to Melville Castle.Old Scottish Ballad sung by,Mr,Kennedy in his entertainment on the Songs of Scotland arranged by Edward Land 'The Four Maries undated 'Somebody
652,vol 4 also various notes and working material and Various Marjory Kennedy-Fraser manuscripts deposited in 1967.Envelope marked 'Given by,Mr,Megaw S.S.S School of Scottish Studies 19/5/67 Pat Kennedy-Fraser gift E67/28 containing letter from Basil Megaw to Mr
653,by Mr Megaw S.S.S School of Scottish Studies 19/5/67 Pat Kennedy-Fraser gift E67/28 containing letter from Basil Megaw to,Mr,Finlayson Edinburgh 18 May 1967.Marjory Kennedy-Fraser Lecture – 'Theosophical 'Traces of Esoteric Tradition in Hebridean Lore Paper read
654,10th World 's Poultry Congress organising committee and others grouped around a table The photograph is captioned 'Mr Adair,Mr,Chalmers-Watson Mr Whittle Alan Greenwood J.E Wilson Major MacDougall Mr McCallum Lady Elphinstone Mr Glen Mrs Campbell Miss
