,left,query,right
670,references talking to Charles cousin Lional Holland and having only small talk knowledge expresses that Charles may still marry,Miss,Hobhouse Letter from Mary to Charles Concerns Mary 's recent activities with the Ward family at Stocks Letter
671,Trevelyan to Mary Wallington Cambo Concerns news of the children including their weights and a gift to Pauline from,Miss,Robinson Letter from Florence Lister to Mary Wallington Cambo General news news of the children George has a
672,the Germans behave themselves recommends a night nursery for the children She is going away for a week leaving,Miss,Martin with Papa George Otto Letter from Caroline Trevelyan to Mary Wallington Cambo News of the children George
673,from Caroline Trevelyan to Mary Wallington Cambo News of the children George is teething Caroline is leaving tomorrow and,Miss,Martin is leaving on Monday so asks Mary to check that Papa George Otto is all right Mentions
674,Trevelyan On the train Concerns general content hopes that Mary is feeling better references Marian 's accident and seeing,Miss,Martin finding a new cook Letter from Caroline Trevelyan to Mary Rounton Grange Northallerton Wishing Pauline a happy
675,Elsie Clarke to Mary Wallington Cambo Northumberland Concerns news of the children a picnic at Shafto and tea with,Miss,Richardson Letter from Elsie Clarke to Mary 169 Ewell Road Surbiton Concerns general content the children 's letters
676,from Elsie Clarke to Mary Morningside Park Avenue Watford Concerns news of the children and their activities tea with,Miss,Haines Letter from Elsie Clarke to Mary Morningside Park Avenue Watford Concerns news of the children their games
677,Mary Elsie and the children went to a party were they played tennis and had tea Elsie asks if,Miss,Adamsons can use her tennis court George has been well and rode the pony again getting up without
678,continues to have a head cold and George enjoyed his time at the winter gardens and the Clarence Club,Miss,Macdonald sent Elsie a letter about someone being responsible for the Guides Letter from Elsie Clarke to Mary
679,Girl Guides Postcard from Elsie Clarke to Mary Elsie is glad the Trevelyans enjoyed Rome She thinks Marjorie will,Miss,the Christmas festivites as she is still ill. Kitty and the other children are doing well Their time
680,visit Mary and Marjorie an update on the childrens activities visits from Julian Trevelyan and other children news of,Miss,Steele from Miss Fieldings Experimental School Elsie 's visit to Manch Letter from Elsie Clarke to Mary Includes
681,Marjorie an update on the childrens activities visits from Julian Trevelyan and other children news of Miss Steele from,Miss,Fieldings Experimental School Elsie 's visit to Manch Letter from Elsie Clarke to Mary Includes news of the
682,Asking about the baby Letter from Elsie Clarke to Katharine Kitty Updates on Pauline 's activities with reference to,Miss,Steele 's school Letter from Elsie Clarke to George Lowthian Update on the children 's activities asking specifically
683,Library This EAD description created 3/19/2019 Report of the Workhouse Committee upon the subject of the charges brought by,Mr,Carr the Clerk of the Board against Mr Johnson the Master of the Workhouse in regards to misappropriation
684,the Workhouse Committee upon the subject of the charges brought by Mr Carr the Clerk of the Board against,Mr,Johnson the Master of the Workhouse in regards to misappropriation of food intended for the inmates The examined
685,misappropriation of food intended for the inmates Handwritten tables 3 pages Draft Bread Table Handwritten letter to Carr from,Mr,G. Lumley of the Poor Law Board and a letter to William Dickson notifying him of their correspondence
686,the Workhouse Committee of the Alnwick Union Table outlines consumption and financial details from bread to coal Table summarising,Mr,Johnson ’ s Report of Stock Handwritten notes 19 pages Collection of sums tables minutes Food tables/Committee minutes
687,handwritten notes on reverse printed 'Elsdon Polling District on front Board Meeting proposed resolutions 5 handwritten pages Copy of,Mr,Carr ’ s letters to the Poor Law Committee with charges against the Master of the Workhouse Handwritten
688,Master of the Workhouse Handwritten letter 1 page Letter from the Poor Law commissioners stating enclosed are copies of,Mr,Carr ’ s letters Handwritten letter 4 pages Dickson 's letter to Commissioners as to dismissal of Clerk
689,Handwritten account 25 pages The Second Report of the Workhouse Committee upon the subject of the charge bought by,Mr,Carr the Clerk of the Board against Johnson the Master of the Workhouse Handwritten letter 1 page Mr
690,by Mr Carr the Clerk of the Board against Johnson the Master of the Workhouse Handwritten letter 1 page,Mr,Dickson ’ s letter to Commissioners as to enquiry Handwritten letter 1 page Letter containing information on the
691,s letter to Commissioners as to enquiry Handwritten letter 1 page Letter containing information on the early death of,Mr,Sharp Outline of Mr Carr 's charges handwritten letter 1 page Letter from Mr N. Edward Hurst to
692,as to enquiry Handwritten letter 1 page Letter containing information on the early death of Mr Sharp Outline of,Mr,Carr 's charges handwritten letter 1 page Letter from Mr N. Edward Hurst to Dickson Chairman of the
693,on the early death of Mr Sharp Outline of Mr Carr 's charges handwritten letter 1 page Letter from,Mr,N. Edward Hurst to Dickson Chairman of the Guardians Handwritten account 12 pages Summary of the 4 charges
694,Summary of the 4 charges against Master of the Workhouse Handwritten account 1 page Extract from a letter outlining,Mr,Carr charges against Johnson which have to be enquired into Handwritten account of the committees justification of their
695,Handwritten account of the committees justification of their reports to the Board of Guardians Charges of the Board against,Mr,Carr Draft of item AUWH/01/18 Proposed reply to Mr Carr ’ s charges Resolution that charges are to
696,to the Board of Guardians Charges of the Board against Mr Carr Draft of item AUWH/01/18 Proposed reply to,Mr,Carr ’ s charges Resolution that charges are to be brought Resolutions of the Board Details of Mr
697,to Mr Carr ’ s charges Resolution that charges are to be brought Resolutions of the Board Details of,Mr,Carr 's charges Letters from Dickson the Chairman to the Poor Law Board A collection of witness statements/tables/comments
698,Letter to Mr. du Sautoy concerning L.D.Lerner Report on 'The Parsons Tale by Canon E. Moore Darling Note to,Mr,du Sautoy Jacket cover proof for 'Fiddling for Fun A Practical Book for all Amateur Violinists Report on
699,The Story of a Wiltshire Village in the XVIIth Century its parson and people by Ida Gandy Note to,Mr,Kennerley Report on 'Country Bunch by Marion Henderson Report on 'Happiness Contemplation by Pieper Report on 'Journey through
700,teachers Talk to Study Group on Caribbean Literature for ILEA at County Hall on V.S.Naipaul 's A House for,Mr,Biswas Typescript draft of talk and letter advertising the talk series Talk was held as part of an
701,William Richmond from a cadet Also contains newspaper cuttings relating to the mosaics at St Paul 's created by,Mr,W.B Richmond Family Photograph Album Herbert William Richmond 1886-1896 Family photograph album belonging to the Bell family approximately
702,Dr Bekić 's report on the 'The Meaning of Names in PL/1 IBM Memorandum from Hans Bekić relating to,Mr,Pfeiffer 's discussion on Algol and PL/1 recursion IBM Memorandum from Brian Randell relating to Interactive Computer Systems
703,Appointments Concerns Professor Randell 's application appointment and move to Newcastle and general matters File reference 9/1/97 Correspondence file,Mr,B Randell Second Professor With Newcastle University Statement of Accounts 1971-1972 and covering letter University of Newcastle upon
704,and print Photograph of Mask used in The Colossus photoelectric reader List of four photographs headed `` photographs of,Mr,T H Flowers taken in Computing Lab Library 12 May 1977 '' and one black and print in
705,May 1977 '' and one black and print in envelope Not used in The Colossus '' publication Photographs of,Mr,T H Flowers in the Newcastle University Computing Laboratory Prints of group photograph perhaps The Colossus team two
706,prints Photographs of the Colossus and its components used in The Colossus Portrait black and white print endorsed ``,Mr,S W Broadhurst Dollis Hill Research Station 1962 '' Photograph of Sidney Broadhurst used in The Colossus Portrait
707,Doc Coombs '' Photograph used in The Colossus Portrait two black and white prints and envelope captioned `` photograph,Mr,TH Flowers '' Photograph of Tommy Flowers used in The Colossus With a list of those included and
708,Florence Street to Miss Du Cane Concerning six Panizzi pictures formerly owned by Sir Austen Henry Layard held by,Messrs,Maple to be handed to Beamont and Son Letter from Beaumont and Son to Enid C. Du Cane
709,RBD 's address to the Northern Architectural Association 1914 Photocopy of an unidentified newspaper article dated 1921 in which,Messrs,Cackett and Burns Dick have been selected as one of the final six designs to build a hospital
